name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
Century: Spice Road,289,"Card Game, Economic, Medieval","Action Retrieval, Contracts, Deck Bag and Pool Building, Hand Management, Increase Value of Unchosen Resources, Open Drafting, Set Collection",2017,45,8,22438,7.33051,7.14996,1.22678,3390,544,1.7923,3,33.82,3,7,1
Heaven & Ale,290,"Economic, Farming, Industry / Manufacturing","Grid Coverage, Highest-Lowest Scoring, Once-Per-Game Abilities, Rondel, Tile Placement, Track Movement, Turn Order: Claim Action, Turn Order: Pass Order",2017,90,12,7717,7.55749,7.14809,1.17259,1218,262,3.2328,4,89.74,3,8,1
Burgle Bros.,291,"Exploration, Maze, Spies/Secret Agents","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Map Addition, Modular Board, Multiple Maps, Solo / Solitaire Game, Square Grid, Three Dimensional Movement, Variable Player Powers",2015,90,12,10110,7.47227,7.14622,1.19313,1996,265,2.317,3,53.24,3,11,3
Cthulhu Wars,292,"Fantasy, Fighting, Horror, Miniatures","Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers",2015,120,14,5160,7.87162,7.14547,1.64285,1107,253,3.1423,4,327.5,4,5,3
Star Realms: Frontiers,293,"Card Game, Fighting, Science Fiction","Cooperative Game, Deck Bag and Pool Building, Open Drafting, Player Elimination, Solo / Solitaire Game, Take That",2018,45,12,4015,7.97057,7.14443,1.19045,765,86,1.8721,2,21.49,3,6,3
Tikal,294,"Exploration, Territory Building","Action Points, Area Majority / Influence, Auction/Bidding, Grid Movement, Hexagon Grid, Layering, Map Addition, Modular Board, Set Collection, Tile Placement",1999,90,10,19132,7.33018,7.1432,1.19435,4391,1534,2.7881,4,27.67,2,10,1
Tiny Epic Galaxies,295,"Dice, Print & Play, Science Fiction, Space Exploration","Contracts, Dice Rolling, End Game Bonuses, Follow, Open Drafting, Re-rolling and Locking, Solo / Solitaire Game, Take That, Track Movement, Variable Phase Order, Variable Player Powers",2015,45,14,18405,7.35436,7.14314,1.20455,3221,471,2.1571,3,24.0,4,11,3
Arkham Horror (Third Edition),296,"Adventure, Fighting, Horror, Novel-based","Cooperative Game, Dice Rolling, Modular Board, Point to Point Movement, Stat Check Resolution, Variable Player Powers",2018,180,14,7467,7.731,7.14281,1.54078,1133,248,3.3226,3,73.48,4,6,4
Arboretum,297,"Bluffing, Card Game","Hand Management, Pattern Building, Set Collection, Tile Placement",2015,30,8,17143,7.34117,7.14059,1.22915,3458,503,2.1431,2,33.74,2,4,1
BattleLore: Second Edition,298,"Fantasy, Miniatures, Wargame","Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",2013,90,14,6101,7.69313,7.13993,1.35799,1323,296,2.7027,2,137.49,3,6,3
Bruges,299,"Card Game, City Building, Economic, Renaissance","Dice Rolling, Hand Management",2013,60,10,11094,7.42142,7.13963,1.28144,2191,537,2.7467,3,180.0,4,2,4
Hannibal: Rome vs. Carthage,300,"Ancient, Political, Wargame","Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Events, Point to Point Movement, Simulation",1996,200,12,4896,7.79581,7.1389,1.51564,1839,583,3.4528,2,72.58,3,6,4
Survive: Escape from Atlantis!,301,"Adventure, Animals, Bluffing, Nautical","Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Map Reduction, Memory, Modular Board, Secret Unit Deployment, Take That",1982,60,8,23544,7.31629,7.13449,1.19622,4826,1000,1.699,4,36.33,4,9,1
Dice Throne: Season Two – Battle Chest,302,"Card Game, Dice, Fantasy, Fighting","Dice Rolling, Take That, Team-Based Game, Variable Player Powers",2018,40,8,3504,8.12942,7.13394,1.35795,611,63,2.1429,2,232.5,4,4,3
Love Letter,303,"Card Game, Deduction, Renaissance","Deduction, Hand Management, Player Elimination, Score-and-Reset Game, Take That",2012,20,10,62530,7.22751,7.13374,1.34473,10698,2711,1.1889,4,17.35,3,5,2
Above and Below,304,"Adventure, City Building, Economic, Exploration, Fantasy, Farming, Negotiation","Action Points, Dice Rolling, Narrative Choice / Paragraph, Set Collection, Storytelling, Trading, Turn Order: Progressive",2015,90,13,14784,7.38501,7.13354,1.26866,2852,396,2.5278,3,44.59,7,7,4
Acquire,305,"Economic, Territory Building","Hand Management, Investment, Market, Square Grid, Stock Holding, Tile Placement, Victory Points as a Resource",1964,90,12,19251,7.33654,7.13314,1.33607,5974,1629,2.5015,4,99.75,2,7,1
Small World,306,"Fantasy, Fighting, Territory Building","Area Majority / Influence, Area Movement, Auction: Dutch Priority, Dice Rolling, Hidden Victory Points, Increase Value of Unchosen Resources, Variable Player Powers, Variable Set-up, Victory Points as a Resource",2009,80,8,67086,7.22924,7.13303,1.29889,10453,3367,2.3519,4,84.99,3,9,1
Dungeon Lords,307,"Economic, Fantasy, Fighting, Humor","Action Queue, Hand Management, Simultaneous Action Selection, Tile Placement, Worker Placement",2009,90,12,13497,7.37747,7.1324,1.42768,2818,940,3.5681,4,60.52,4,5,3
Awkward Guests,308,"Card Game, Deduction, Humor, Movies / TV / Radio theme, Murder/Mystery","Deduction, Hand Management, Trading",2016,75,12,6323,7.64294,7.12644,1.29283,1149,138,2.3188,4,45.0,5,3,4
Monikers,309,"Card Game, Humor, Mature / Adult, Party Game, Print & Play","Acting, Communication Limits, Open Drafting, Role Playing, Singing, Team-Based Game",2015,60,17,4744,7.78657,7.12643,1.46344,914,60,1.05,8,26.79,5,6,4
Sid Meier's Civilization: The Board Game,310,"City Building, Civilization, Exploration, Negotiation, Video Game Theme","Deck Bag and Pool Building, Grid Movement, Hand Management, Modular Board, Open Drafting, Rock-Paper-Scissors, Square Grid, Tech Trees / Tech Tracks, Trading, Variable Player Powers",2010,240,13,15268,7.39061,7.12635,1.50091,2740,1117,3.8953,4,76.99,5,10,4
Letters from Whitechapel,311,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic","Hidden Movement, Memory, Point to Point Movement, Secret Unit Deployment, Team-Based Game",2011,90,14,15065,7.37018,7.12297,1.35622,2654,633,2.6509,2,34.98,4,5,1
Mission: Red Planet (Second Edition),312,Science Fiction,"Action Retrieval, Area Majority / Influence, Area Movement, Hand Management, Simultaneous Action Selection, Take That, Turn Order: Role Order",2015,90,14,10295,7.42834,7.12278,1.18164,1659,254,2.2087,4,36.81,1,7,3
Merchants & Marauders,313,"Adventure, Fighting, Nautical, Pike and Shot, Pirates, Transportation","Action Points, Area Movement, Bias, Dice Rolling, Events, Pick-up and Deliver, Race, Variable Player Powers, Variable Set-up",2010,180,13,13543,7.39454,7.12179,1.48822,3062,837,3.2449,4,51.98,6,9,4
Bunny Kingdom,314,"Animals, Medieval, Territory Building","Area Majority / Influence, Closed Drafting, End Game Bonuses, Grid Coverage, Square Grid",2017,60,12,10184,7.45415,7.12088,1.24329,1709,202,2.2921,4,49.66,3,5,3
Bärenpark,315,"Animals, Puzzle","Grid Coverage, Open Drafting, Set Collection, Tile Placement",2017,45,8,15931,7.33281,7.12083,1.07798,2461,359,1.6546,4,45.25,2,4,1
Mysterium,316,"Deduction, Horror, Murder/Mystery, Party Game","Communication Limits, Cooperative Game, Deduction, Finale Ending, Hand Management, Pattern Recognition, Storytelling, Voting",2015,42,10,38278,7.25702,7.12059,1.37978,5384,836,1.9055,5,37.71,4,8,1
Anno 1800,317,"Card Game, City Building, Industry / Manufacturing, Video Game Theme","End Game Bonuses, Hand Management, Race, Tech Trees / Tech Tracks, Variable Set-up",2020,120,12,4619,7.79901,7.11997,1.15637,758,180,3.1611,3,55.59,4,5,1
Neuroshima Hex! 3.0,318,"Collectible Components, Fighting, Puzzle, Science Fiction","Area Majority / Influence, Connections, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Player Elimination, Solo / Solitaire Game, Team-Based Game, Tile Placement, Variable Player Powers",2006,30,13,14299,7.3961,7.11916,1.39763,3037,857,2.6138,2,45.48,4,11,1
Dixit,319,"Card Game, Humor, Party Game","Race, Simultaneous Action Selection, Storytelling, Targeted Clues, Voting",2008,30,8,57994,7.22726,7.11839,1.38009,9010,2200,1.2055,6,36.65,3,5,1
Mage Wars Arena,320,"Card Game, Fantasy, Fighting","Deck Construction, Dice Rolling, Grid Movement, Line of Sight, Simultaneous Action Selection, Turn Order: Progressive, Variable Player Powers",2012,90,13,7699,7.60328,7.11722,1.6148,1773,532,3.6805,2,54.98,3,7,4
For Sale,321,"Card Game, Economic","Auction/Bidding, Auction: Sealed Bid, Auction: Turn Order Until Pass, Hand Management, Selection Order Bid",1997,30,10,27505,7.23511,7.11452,1.15319,6385,1643,1.2575,5,22.96,2,5,1
Tekhenu: Obelisk of the Sun,322,"Ancient, Dice, Mythology","Action Drafting, Income, Open Drafting, Pattern Building, Turn Order: Stat-Based, Variable Set-up",2020,120,14,4626,7.78791,7.113,1.31004,775,398,4.0804,3,49.0,3,6,2
Takenoko,323,"Animals, Environmental, Farming, Territory Building","Action Points, Contracts, Dice Rolling, End Game Bonuses, Grid Movement, Hexagon Grid, Modular Board, Network and Route Building, Pattern Building, Set Collection, Tile Placement",2011,45,8,40503,7.24156,7.1127,1.19445,5966,1471,1.9755,3,39.35,4,11,1
The Resistance,324,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Print & Play, Science Fiction, Spies/Secret Agents","Hidden Roles, Memory, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Voting",2009,30,13,38635,7.24588,7.11222,1.46722,6548,1520,1.6,7,20.18,8,7,1
Nusfjord,325,Economic,Worker Placement,2017,100,12,5562,7.65755,7.11165,1.19481,1161,190,2.8526,1,111.57,1,1,4
Star Wars: Armada,326,"Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Simulation, Variable Player Powers",2015,120,14,5125,7.82754,7.11048,1.47664,937,220,3.1545,2,92.98,5,6,4
Agricola: All Creatures Big and Small,327,"Animals, Farming","Automatic Resource Growth, Enclosure, Increase Value of Unchosen Resources, Tile Placement, Worker Placement",2012,30,13,13158,7.35579,7.11016,1.22519,2822,583,2.3499,2,28.8,2,5,2
Ghost Stories,328,"Fantasy, Fighting, Horror, Mythology","Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Move Through Deck, Solo / Solitaire Game, Variable Player Powers",2008,60,12,20522,7.28806,7.10959,1.42048,4465,1026,2.9025,4,77.5,4,7,1
Marvel United,329,"Card Game, Comic Book / Strip, Fighting","Cooperative Game, Hand Management, Modular Board, Solo / Solitaire Game, Variable Player Powers",2020,40,14,6482,7.65344,7.10774,1.36703,1213,171,1.8246,3,16.58,3,5,3
Lost Cities,330,"Card Game, Exploration","Hand Management, Push Your Luck, Score-and-Reset Game, Set Collection",1999,30,10,41925,7.20656,7.10682,1.2659,9599,3028,1.4861,2,17.17,2,4,1
Harry Potter: Hogwarts Battle,331,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based","Cooperative Game, Deck Bag and Pool Building, Scenario / Mission / Campaign Game, Variable Player Powers",2016,60,11,15951,7.40456,7.10533,1.38659,2763,347,2.0836,4,37.72,4,4,3
Altiplano,332,Economic,"Action Points, Contracts, Deck Bag and Pool Building, Modular Board, Open Drafting, Tile Placement, Turn Order: Progressive, Variable Player Powers, Variable Set-up",2017,120,12,8278,7.49564,7.1042,1.26641,1402,282,3.3156,3,52.5,1,9,1
51st State: Master Set,333,"Card Game, City Building, Economic, Science Fiction","Hand Management, Open Drafting, Variable Phase Order, Variable Player Powers, Worker Placement",2016,90,14,6156,7.62808,7.10204,1.30042,1175,209,2.9091,2,86.25,4,5,3
Destinies,334,"Adventure, Exploration, Fantasy, Medieval, Miniatures","Dice Rolling, Map Addition, Role Playing, Solo / Solitaire Game, Storytelling, Tile Placement",2021,150,14,5489,7.86167,7.0978,1.51719,1106,167,1.9102,2,45.26,5,6,4
Bonfire,335,"Fantasy, Puzzle","Market, Pattern Building, Point to Point Movement, Set Collection, Solo / Solitaire Game, Tile Placement",2020,100,12,4778,7.74291,7.09566,1.24621,763,253,3.6443,3,52.73,2,6,1
Aeon's End: The New Age,336,"Card Game, Fantasy, Science Fiction","Cooperative Game, Deck Bag and Pool Building, Hand Management, Open Drafting, Variable Phase Order, Variable Player Powers",2019,60,14,2081,8.59072,7.09065,1.20899,472,49,2.9388,2,85.54,3,6,3
The Great Zimbabwe,337,"Civilization, Economic, Industry / Manufacturing, Prehistoric, Transportation","Auction/Bidding, Mancala, Modular Board, Network and Route Building, Open Drafting, Tile Placement, Variable Player Powers, Variable Set-up",2012,150,14,4012,7.81743,7.09035,1.49373,1000,231,3.6797,4,123.57,5,8,2
San Juan,338,"Card Game, City Building, Economic","Action Drafting, Follow, Hand Management, Set Collection, Variable Phase Order",2004,60,10,23115,7.23947,7.08863,1.17754,5675,2054,2.2863,3,40.73,3,5,3
Notre Dame,339,"Economic, Renaissance","Area Majority / Influence, Open Drafting, Point to Point Movement",2007,75,10,12897,7.32439,7.08506,1.2066,3015,1147,2.7454,3,57.09,2,3,1
Here I Stand,340,"Negotiation, Pike and Shot, Political, Religious, Renaissance, Wargame","Campaign / Battle Card Driven, Dice Rolling, Events, Hand Management, Movement Points, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers, Variable Set-up",2006,360,12,3758,7.90372,7.08449,1.74847,1321,509,4.1768,6,42.33,6,10,4
Evolution: Climate,341,"Animals, Card Game, Educational, Environmental, Fighting, Prehistoric, Print & Play","Action Points, Events, Hand Management, Push Your Luck, Secret Unit Deployment, Simulation, Take That, Turn Order: Progressive",2016,60,12,7210,7.54866,7.08398,1.28906,1503,149,2.7651,4,45.99,7,8,3
At the Gates of Loyang,342,"Economic, Farming","Contracts, Income, Loans, Market, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive",2009,120,10,10631,7.37119,7.08347,1.27596,2733,639,3.1189,2,98.0,2,8,3
Gizmos,343,"Card Game, Science Fiction","Contracts, Open Drafting",2018,50,14,9819,7.41169,7.08262,1.14303,1400,184,2.0109,3,90.0,2,2,1
Innovation,344,"Card Game, Civilization","Advantage Token, Hand Management, Layering, Melding and Splaying, Take That, Tech Trees / Tech Tracks, Variable Phase Order",2010,60,12,16740,7.27833,7.08171,1.60412,4027,906,2.7572,2,17.99,2,7,4
Blood Bowl: Team Manager – The Card Game,345,"Card Game, Fantasy, Fighting, Sports","Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Hand Management, Open Drafting",2011,120,14,10956,7.38222,7.08136,1.31055,2057,623,2.3339,4,82.5,4,5,4
Gùgōng,346,"Medieval, Travel","Area Majority / Influence, Hand Management, Set Collection, Worker Placement",2018,90,12,7806,7.47848,7.08134,1.20929,1476,344,3.093,3,45.79,2,4,1
Die Macher,347,"Economic, Negotiation, Political","Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection",1986,240,14,5547,7.60732,7.08126,1.57788,2052,769,4.3186,5,63.33,3,6,1
The Pillars of the Earth,348,"Economic, Medieval, Novel-based, Religious","Events, Turn Order: Random, Worker Placement, Worker Placement Different Worker Types",2006,120,12,17196,7.27504,7.08117,1.18757,3705,1397,2.8189,4,42.26,4,4,3
The King's Dilemma,349,"Fantasy, Negotiation, Political","Bias, Bribery, End Game Bonuses, Legacy Game, Storytelling, Traitor Game, Voting",2019,60,14,4132,7.84421,7.08003,1.63386,859,112,2.25,5,74.59,3,7,4
Carpe Diem,350,Ancient,"Area Movement, Contracts, End Game Bonuses, Open Drafting, Tile Placement, Turn Order: Progressive, Variable Set-up",2018,75,10,6491,7.54629,7.07911,1.17936,1215,208,2.524,3,28.55,1,7,1
Chinatown,351,"City Building, Economic, Negotiation","Enclosure, Income, Investment, Negotiation, Set Collection, Tile Placement, Trading, Victory Points as a Resource",1999,60,12,9943,7.38974,7.0767,1.34136,2597,514,2.2568,5,38.33,3,8,1
Newton,352,"Age of Reason, Travel","Action Retrieval, Deck Bag and Pool Building, End Game Bonuses, Hand Management, Income, Open Drafting, Point to Point Movement, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Progressive, Variable Set-up",2018,90,14,5839,7.58211,7.07392,1.20551,971,229,3.3886,3,50.32,2,12,1
Endeavor,353,"Exploration, Nautical, Renaissance","Area Majority / Influence, Hand Management, Open Drafting, Set Collection, Tech Trees / Tech Tracks",2009,90,12,9328,7.38833,7.07007,1.22763,2074,751,2.9068,5,43.59,3,5,1
Saint Petersburg,354,"Age of Reason, Card Game, City Building, Economic","Income, Open Drafting, Set Collection",2004,60,10,15368,7.28039,7.06949,1.31806,3509,1408,2.4631,4,50.76,4,3,1
Wonderland's War,355,Fantasy,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Open Drafting, Push Your Luck",2022,125,13,2750,8.29682,7.06945,1.38877,735,104,2.9423,4,97.94,1,5,3
Downforce,356,"Racing, Sports","Auction/Bidding, Betting and Bluffing, Hand Management, Moving Multiple Units, Predictive Bid, Race, Track Movement, Variable Player Powers",2017,40,10,11421,7.34083,7.06662,1.21904,1882,221,1.7376,6,35.53,2,8,2
Ginkgopolis,357,"City Building, Environmental, Science Fiction, Territory Building","Area Majority / Influence, Layering, Open Drafting, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement",2012,45,13,6606,7.49747,7.06409,1.28116,1390,367,2.9155,2,54.78,4,6,1
Abyss,358,"Card Game, Fantasy, Mythology, Science Fiction","Auction/Bidding, Hand Management, Memory, Open Drafting, Push Your Luck, Set Collection",2014,60,14,12832,7.32912,7.0639,1.26846,2254,456,2.3399,4,52.94,4,6,3
7 Wonders (Second Edition),359,"Ancient, Card Game, City Building, Civilization, Economic","Closed Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",2020,30,10,3731,7.95203,7.06358,1.24877,462,130,2.1769,5,51.94,5,5,1
Pandemic: Fall of Rome,360,Ancient,"Action Points, Cooperative Game, Dice Rolling, Events, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Variable Player Powers",2018,60,8,5174,7.65799,7.06315,1.13932,910,121,2.4298,3,37.56,1,9,3
In the Year of the Dragon,361,"Economic, Medieval","Action Drafting, Events, Hand Management, Turn Order: Stat-Based, Variable Set-up",2007,100,12,11501,7.31796,7.06282,1.34737,2608,946,3.0962,4,39.86,2,5,1
